"Catalog_ID","Quantity","Name","Price","Brewery","Beer","ABV","IBU","Style","Sub.Style","Rating","Description","Last_Updated"
"TAFALPEXDH543FTR5BYYHFQT",21,"BareBottle Citra Shredder/Muir Woods 16oz",5.75,"Barebottle Brewing Company","Citra Shredder",7,NA,"IPA","New England","(4.28)","Villainous notes of orange, cantaloupe, & peach. London III Yeast making it fluffy, juicy & ready to shred.","2020-12-15 12:52:25"
"VMYQAI525K37MGHTBFEHLVQT",23,"BareBottle Mango Flossi",5.75,"Barebottle Brewing Company","Mango Flossi",5,NA,"Sour","Fruited","(4.09)","A Glamorous Flossy Flossy Mango Lassi kettle sour, blended with a G-6’s worth of mango pureé, Vanilla, Lactose, and Coriander. Finished with a first class Mosaic Dryhop. ","2020-12-15 12:52:25"
"FOUEMDBQ3FBF7R3LEKDUXQXW",24,"Skookum Fire Imoji/Southern Glow 16oz",4.25,"Skookum Brewery","(Fire Emoji) IPA",7,NA,"IPA","American","(4.03)","","2020-12-15 12:52:25"
"RJL6UVM5KADWPW4ZPY6IY3IQ",24,"Skookum Barrel Aged Breakfast Stout 12oz",8,"Skookum Brewery","Barrel Aged Breakfast Stout",11,50,"Stout","Imperial / Double Milk","(4.28)","Oatmeal milk stout brewed with maple syrup and aged in bourbon barrels. Finished on Camano island coffee beans and whole vanilla ","2020-12-15 12:52:25"
"FSGIFFVAK74JWA2TLOMWW3UA",14,"Skookum Murder Of Crows 12oz",3,"Skookum Brewery","Murder of Crows",9,70,"Stout","Imperial / Double","(3.94)","Stout conditioned on bourbon oak chips ","2020-12-15 12:52:25"
"ZEHLMYKSYX7XF5GACA5WNN7E",24,"Skookum Descent 16oz",3.5,"Skookum Brewery","Descent",5.3,NA,"Lager","Dark","(3.75)","","2020-12-15 12:52:25"
"ELJZ2TDEJK7634OUVRDVEMBD",8,"Gigantic IPA 500ml",4.5,"Gigantic Brewing Company","Gigantic IPA",7.3,85,"IPA","American","(3.78)","True to its name. Cascade, Centennial, Crystal and Simcoe create a citrusy hop confluence that continuously embiggens with each drink. The embodiment of our brewing philosophy to “Never Give An Inch”.","2020-12-15 12:52:25"
"G7O44XGTB3RK2LSF6LCH4VUT",23,"Jolly Pumpkin Oro 16oz",4.25,"Jolly Pumpkin Artisan Ales","Oro de Calabaza",8,30,"Pale Ale","Belgian Strong Golden Ale","(3.81)","Brewed in the Franco-Belgian tradition of strong golden ales. Spicy and peppery with a gentle hop bouquet and the beguiling influence of wild yeast. ","2020-12-14 13:24:40"
"2SQNDWP6GJGNSIQJMG2DDKPY",2,"Russia River Hoppy Hops 500ml",6,"Russian River Brewing Company","Happy Hops",6.5,50,"IPA","American","(3.93)","Test session apa using 369 hops, daughter hybrid from Simcoe. ","2020-12-14 13:24:40"
"NX4NINEGM44LU2QO5EZWKTCQ",3,"Russia River Blind Pig 500ml",6,"Russian River Brewing Company","Blind Pig IPA",6.1,70,"IPA","American","(4.16)","Blind Pig IPA was originally brewed by Vinnie at Blind Pig Brewing Co. in Temecula CA. Inspired by the original Blind Pig IPA, this beer is loaded with hop character but only has 6.0% ABV. ","2020-12-14 13:24:40"
"ZBNII6XTTOWQAXEH2IPOM2ZG",4,"Alvarado Street Cold Press 16oz",5,"Alvarado Street Brewery","Cold Pressed",7.2,35,"IPA","American","(4.11)","Formerly known as ""Cold Pressed Hop Juice"", this IPA has been fermented with a peachy, stone-fruit heavy yeast strain that complements the melon and candy-like notes of El Dorado hops. Citra and Azacca bring in a layer of tropical fruit and rounds out the citrusy character. Low bitterness and emphasis on flavor and aroma additions, along with high protein adjuncts like flaked oats give the mouthfeel a juicy texture. ","2020-12-14 13:24:40"
"MTSZTD4IXLO2HCCMLNM7OTCE",12,"Baumans Clyde’s Dry 500ml",7.5,"Bauman's Cider Company","Clyde's Dry",6.9,NA,"Cider","Traditional","(3.58)","My Grandpa Clyde was born in 1921, on the farm where he would live his entire 92 years. Clyde's Dry cider is my tribute to his life and his love of the farm. It is a blend of more than twenty varietals, including sweets and sharps grown on the family farm and loved by Grandpa, farming until his very last days. It has a decent amount of tannic character from the blend and the addition of some locally-picked Manchurian Crab apples. ","2020-12-14 13:24:40"
"YBTLP5R6CMZ2LV26L676S6XU",22,"Wildcraft Krampus 12oz",4,"WildCraft Cider Works","Krampus ",8.4,NA,"Cider","Traditional","(3.71)","Like cramp us, this triple fermented Imperial hard cider with whole pressed Oregon grown cranberries and juniper berries has a somewhat darker, more abrasive edge, with a seasonal profile. ","2020-12-14 13:24:40"
"L7XSA3O3PIRCZZJX67DY25QY",22,"Wildcraft Wild Rose",3.75,"WildCraft Cider Works","Wild Rose",6.9,NA,"Cider","Rosé","(3.49)","","2020-12-14 13:24:40"
"RVTIKDJCFDJ5AFGJMVE3L3D7",14,"Brewing Projekt Ooey Gooey",5.5,"The Brewing Projekt","Ooey Gooey",5.93,NA,"Sour","Other","(4.28)","Peanut Butter & Jelly Sour ","2020-12-14 13:24:40"
"457UHMKBUDQMWELSIKD4FPFT",16,"Alvarado Street Ricky Tartin 16oz",6,"Alvarado Street Brewery","Rickey Tartin",9,NA,"Sour","Fruited","(4.14)","A Raspberry Rickey cocktail-inspired IMPERIAL kettle sour ale with raspberries and lime!! Originally brewed several years ago as a pub batch, which eventually became Sorbae. It now returns as the double version of Sorbae, with a high drinkability and balance, reminiscent of the classic cocktail it is based on. ","2020-12-14 13:24:40"
"Z2O2EOHVD7NKNB2E47JTXLV6",22,"Brewing Projekt Things of that Nature 16oz",5.5,"The Brewing Projekt","Things of That Nature: Their, They’re, There",6.94,NA,"IPA","Imperial / Double New England","(4.23)","(Triple) Double dry hopped double IPA with Citra, El Dorado, Mosaic and Nelson Sauvin. ","2020-12-14 13:24:40"
"W34ZSEAQLWPMVDWWFF5EILEP",39,"Heater Allen Export/Helles 16oz",3.5,"Heater Allen Brewing","Export Lager",5.7,NA,"Lager","Dortmunder / Export","(3.81)","","2020-12-14 13:24:40"
"6YEYNLXE2KW23MUTKM42BLQD",27,"Little Beast Mr. Nice/Hot Break/Pinetop/Third Bird 16oz",4,"Little Beast Brewing","Mr. Nice",5.2,NA,"Sour","Fruited","(3.88)","Sour Ale with Passionfruit. Pilsner and Wheat malts bring soft refreshment to this tart and tropical ale. Mr. Nice will be your new right-hand man. Be nice and keep it cool. ","2020-12-14 13:24:40"
"DWFRWRPC3U6BWJFDHUWIIKSD",12,"WildCraft Honeycrisp 500ml",5.75,"WildCraft Cider Works","Honeycrisp",6.9,NA,"Cider","Dry","(3.47)","","2020-12-14 13:24:40"
"G2HDT4EL52BIIC74VOJS4Z45",25,"Upright Fantasia",9.5,"Upright Brewing Company","Fantasia",5.75,NA,"Farmhouse Ale","American Wild Ale","(4.27)","A barrel fermented beer using fresh peaches from Baird Family Orchards. The Fantasia is firmly tart and hugely aromatic with a character not unlike Belgian fruit lambics. Minimum one year on oak before an extended bottle conditioning prior to release. Will cellar for several years, but best within three. ","2020-12-14 13:24:40"
"2O6YDC5RLAL4OLQ3K2JFWKR7",20,"Oskar Blues Death By Coconut",3,"Oskar Blues Brewery","Death By Coconut",6.5,25,"Porter","Other","(4)","Intense pure liquid cacao flavors swirl with popping coconut aromas, all supported by a semi-sweet porter made from loads of our dark chocolate and extra dark caramel malt. This limited release specialty comes around once a year to satisfy that sweet tooth, so get ’em while you can before they disappear. At 6.5% ABV and 25 IBUs, this choconut goodness will have you yellin’ “Pass. Dash. Hit.” all winter long. ","2020-12-14 13:24:40"
"XAJZ5GSFLWF4URZQU3G6UD6W",22,"Lagunitas 2020 Willetized 12oz",3,"Lagunitas Brewing Company","Willettized Coffee Stout (2020) ",13.1,60,"Stout","Imperial / Double Coffee","(4.34)","","2020-12-14 13:24:40"
"NIKPKFVSRKGQ2JKTCDXCT7TM",16,"CCU Granny Smith 16oz",3,"Cascadia Ciderworkers United","Granny Smith",5.4,NA,"Cider","Traditional","(3.49)","Maria Ann ""Granny"" Smith planted her apple tree in 1868. We discovered that her namesake, when crafted with English ale yeast, makes a damn fine cider. ","2020-12-14 13:24:40"
"CRPGILPBONZEGKJL5UT4BIA4",21,"Barley Brown’s Occam’s Hazer 12oz",2.5,"Barley Brown's Beer","Occam's Hazer #1",6,NA,"IPA","New England","(3.93)","Occam's Hazer IPA is a series of single hop Juicy Hazy IPAs. Occam's Hazer #1 is Mosaic. ","2020-12-14 13:24:40"
"K6WHEZXHWCXZDZIRK6M45F4L",39,"Alvarado Street Mai TaiPA 16oz",4.5,"Alvarado Street Brewery","Mai Tai P.A.",6.5,45,"IPA","American","(3.98)","Three time GABF medal winner, including gold in 2018! Our drier, decidedly “tropical” IPA that’s light on bitterness, but heavy on hop aroma, courtesy of 100% Mosaic hops. One whiff and you get super intense notes of passion fruit, mango, and lychee. Grain bill of just American two-row malt and a clean fermentation keep it simple and allow these hops to shine.","2020-12-14 13:24:40"
"AJ4VBDPZXUTN2K72KCQ3QWDB",23,"Boulevard Berry Noir 12oz",2.5,"Boulevard Brewing Co.","Berry Noir",4.2,10,"Sour","Fruited","(3.96)","Pouring a deep purple with electric magenta foam, this brand-new, juicy ale features notes of blueberries and blackberries with a crisp tartness reminiscent of lemonade. ","2020-12-14 13:24:40"
"VUM3WHM4B76JFBIWPOATWUWZ",24,"Fremont Night Flying/Head Full of Dynomite 16oz",3.75,"Fremont Brewing","Night Flying",7,64,"IPA","American","(3.85)","Night Flying IPA evokes easy living island days with notes and flavors of coconut, pineapple, and tropical fruits. It’s the vacation you want to have, but just can’t take right now. “We travel not to escape life, but for life to not escape us.” – VWP","2020-12-14 13:24:40"
"KNPZT6MS3JMSAGHTTSQOTE5L",24,"Incline Seasonal 12oz",2.25,"Santa Monica Brew Works","Inclined IPA",7.1,70,"IPA","American","(3.67)","Generously dry hopped with a blend of five American varieties. Balanced & approachable. Nose is zesty – like a citrus grove. Notes of mango, tangelo, and watermelon give way to an enjoyably piney bite on the backend. A classic West Coast style IPA. ","2020-12-14 13:24:40"
"PGC254MF4RSDNIMHNGJXPMG4",8,"Wildcraft Farmhouse Dry 500ml",6.5,"WildCraft Cider Works","Farmhouse #15 Rustic Heirloom Dry Cider",6.8,NA,"Cider","Dry","(4.05)","","2020-12-14 13:24:40"
"N2KLG6OWA5634GRUU5OFXZMZ",26,"Heater Allen Rauch Bock 16oz",3.75,"Heater Allen Brewing","Rauch Bock",6.5,NA,"Lager","Smoked Beer","(3.79)","This beer is made in typical Bamberg style using beechwood smoked barley. Smoked malt makes up 20% of the grist adding a nice smokiness that is pleasant and lingering. The smoke flavor is complimented by the rich, malty character of Munich malt. ","2020-12-14 13:24:40"
"QHJLMVZ3TAYZX3GURT63D37G",64,"Masthead Saturday Transfer 16oz",4.5,"Masthead Brewing Company","Saturday Transfer",7.5,20,"IPA","New England","(4.01)","We brewed this beer to recognize the hard work and long hours that brewers put in to keep everyone supplied with the good stuff. Sometimes, that means your manager walks by on a Friday afternoon, looks at a giant fermenter, and says, ""Yeah, that'll need to get transferred to the brite tank on... Saturday."" ""You mean tomorrow?"" ""Yeah, I guess that is tomorrow."" ","2020-12-14 13:24:40"
"PWCQDK5AJOSHUB4NNLB4HTRS",24,"Stillwater Why Can’t IBU 16oz",4,"Stillwater Artisanal","Why Can't IBU? (2020) ",5.6,NA,"Farmhouse Ale","Other","(3.84)","Double dry-hopped farmhouse pale ale ","2020-12-10 12:48:02"
"NLYQW3UODSQGZX3AD5HDBTJK",24,"Stillwater Chu-hi Grapefruit 16oz",3.5,"Stillwater Artisanal","Extra Dry Chu-Hi With Red Grapefruit",4.2,NA,"Farmhouse Ale","Saison","(3.7)","Chu-Hi inspired saison ale with red grapefruit ","2020-12-10 12:48:02"
"43Z4OA23H2H5RYLHSKS3FNTJ",24,"Second Profession Portland Farmhouse 16oz",3.75,"Second Profession Brewing","Portland Farmhouse Ale",5.2,19,"Lager","Cream Ale","(3.49)","Rustic Cream Farmhouse Ale ","2020-12-10 12:48:02"
"FFZIYGU3REF5TVIYL7X6DVCR",24,"Ex Novo Penguin Tuxedo/Heart of Rubbo 16oz",3,"Ex Novo Brewing","Penguin Tuxedo",8,39,"Stout","Imperial / Double","(3.94)","A classy, robust American Imperial Stout. Can it fly? Maybe. Is it roasty, bold, warming, and delicious? We think so. ","2020-12-10 12:48:02"
"6D3HQMMREAGZFZTW6IXA3FCY",12,"Block 15 Winter Amusement 500ml",8.5,"Block 15 Brewing Company","Winter Amusement",7.5,NA,"Farmhouse Ale","Saison","(4.03)","Block 15 and De Garde’s Amusement series is a rotating seasonal project that blends friendship, technique, and beer from both breweries. Winter Amusement features a winter saison from Block 15 blended with nearly two year old spontaneously fermented and oak aged wild ale from de Garde, producing a balanced and characterful blend that will also evolve beautifully when cellared. ","2020-12-10 12:48:02"
"C5OFSPE45LTGLGPN6G42Q5WE",10,"Block 15 Framboise Black 500ml",12.5,"Block 15 Brewing Company","Framboise Black",8.5,5,"Farmhouse Ale","American Wild Ale","(4.24)","","2020-12-10 12:48:02"
"LZELAKM2SWWEFJYIVC7HNLCQ",14,"Block 15 Dab Lab Orange Velvet",4.5,"Block 15 Brewing Company","The DAB Lab, Orange Velvet",6.75,NA,"IPA","American","(3.84)","Blending bright citrus hop flavor with a velvety mouthfeel and soft finish, this entry in The DAB Lab series was brewed with generous additions of pilsner and oat malt for a bright and silky grist character. A blend of five citrus-forward hop varietals—including CO2 extractions and traditional hops—produced a heady hop profile of zesty orange and sticky herbs, which we further elevated with a dab of orange zest that we zested in-house before adding it to the conditioning tank. ","2020-12-10 12:48:02"
"5RQQJPXGG62VVRMCQ6CUY6MJ",24,"Our Mutal Friend Bell Lap 16oz",3.5,"Our Mutual Friend Brewing Company","Bell Lap",4.9,NA,"Lager","Kölsch","(N/A)","Hoppy Kölsch Collab w/ Rapha Cycling ","2020-12-10 12:48:02"
"6YGVA4D7Z7TSDHVEI7L2XWU4",10,"Fair Isle Waltrude 375ml",9,"Fair Isle Brewing","Waltrude",4.7,NA,"Farmhouse Ale","Saison","(4.14)","Saison with spelt. ","2020-12-10 12:48:02"
"5GCRSFSXSXPFVGYXVYYTHOCU",9,"Fair Isle Alicel 750ml",18,"Fair Isle Brewing","Alicel",5.3,NA,"Farmhouse Ale","Saison","(4.01)","","2020-12-10 12:48:02"
"7Q3UT47DTZNKBEKYTSPLEVIE",17,"Drekker Philosophies and Hypothesis 16oz",5,"Drekker Brewing Company","Philosophies & Hypotheses",8.3,NA,"IPA","Imperial / Double New England","(4.22)","A while back we virtually connected our brains with the wonderful weirdos at Wild Mind Artisan Ales and talked about science, art, & Wu Tang and came up with Philosophies & Hypotheses, a new Double IPA recipe that’s double dry hopped with Mosaic, Vic Secret, and Strata using a new whirlpool & dry hop technique we wanted to test out. Well, our experiment totally paid off creating some bright mango, orange, candied lemon, and pineapple flavor and aroma! ","2020-12-10 12:48:02"
"PZOTYE3TX5TVQV6R3KGDKCLC",24,"Flatland Less Ford More Ferrari 16oz",4,"Flatland Brewing Company","Less Ford More Ferrari",5.5,45,"Pilsner","Other","(N/A)","When you’re in the mood for something faster, sexier, and sleeker, look to Italian Pilsners. Produced for maximum enjoyment, this snappy, hoppy, and ultimately refreshing beverage is always ready for a ride.","2020-12-10 12:48:02"
"AJIVXQMR4WLZVMWCYDOCKQKU",22,"Flatland  Spots in Time 16oz",5,"Flatland Brewing Company","Spots In Time",8.2,NA,"IPA","Imperial / Double","(4.27)","We love Mosaic. This is a showcase of one of our favorite hops in the market. There has been a ton of advancement in hop processing and we used all of the new elements in one beer. HDHC (High Density Hop Charge) is a treatment that includes massive amounts of Incognito(Hop Oil) in the kettle, the ever potent Cryo and T-90 pellets during dry hop. This beer screams mosaic with all of the beautiful characters we love. Blueberry, dank bud, lemon zest, and a hint of pine. ","2020-12-10 12:48:02"
"3PBHYA75SKRCKG24DVVMZL7V",22,"Hop Capital That Spifing Good 16oz",4,"Hop Capital Brewing","That Spifing Good",8.1,50,"Stout","Oatmeal","(3.86)","This mesium bodies oatmeal stout has aromas of darl chocolate, and rich peanutbutter flavors. With proceeds goinf towards the Yakima Broadband Action Team (BAT) to increase internet access in the valley. This creamy smooth stout is giving back while also showing off with mouth watering peanut butter and chocolate notes. ","2020-12-10 12:48:02"
"F4CGKQELJTROLVFP6UVHM2KP",24,"Hop Capitol Pan Damn-ic 16oz",4,"Hop Capital Brewing","pan-DAMN-ic",7.7,25,"IPA","Imperial / Double New England","(3.71)","Hazy Double IPA to mark the COVID-19 pandemic ","2020-12-10 12:48:02"
"UNHAWXIUXUGXQEGMXVRR3OIO",20,"Mason Ale Works Naughty Stout 16oz",4.5,"Mason Ale Works","Naughty (Hot Chocolate Stout)",8,NA,"Stout","American","(3.87)","Hot chocolate style stout with milk sugar, vanilla and chocolate ","2020-12-10 12:48:02"
"A7D6FPUCWVDIVZBTJHRRRQSP",17,"Matchless All the Single Hops/All Fluff/Infinite Improbability 16oz",4,"Matchless Brewing","All the Single Hops: Chinook",6.5,NA,"IPA","American","(3.77)","Yo, Taylor! I’m really happy for you, and Imma let you finish. But Chinook is one of the best hops of all time! Chinook was already a superstar as the 4th member of The 3 C’s and a solo album was inevitable. With all of it’s bright pine and citrus character, we produced a shiny, polished & absolutely stunning IPA. You’re gonna like it and you’re gonna put a koozie on it. ","2020-12-10 12:48:02"
"RSSMJEH7DGE4KXFDJUJXEII6",10,"Matchless Astronomy Domine/2020 Ol Lifewine 16oz",12,"Matchless Brewing","Astronomy Domine",5.9,NA,"Farmhouse Ale","Saison","(N/A)","A collaboration with our friends ODDPITCH Brewing in Missoula, Montana, consisting of French and American oak-aged Saison dry- hopped with an absurd amount of Galaxy and Topaz hops. Fermented with a blend of our house Brettanomyces and ODDPITCH's wild harvested orchard yeast from Montana. ","2020-12-10 12:48:02"
"V3WCA7C72HLZH2DQJK4PVCCK",19,"Cascade Brewing Cocoa Cardamom",5.5,"Cascade Brewing","Cocoa Cardamom",9.8,NA,"Sour","Other","(N/A)","Cocoa Cardamom is a blend of sour blond ales aged in oak wine barrels and foudres for up to two years followed by late infusions of Dutch cocoa powder, cardamom seeds and fresh orange zest. From notes of dark chocolate to bright citrus fruit and fragrant cardamom, this limited release captures a remarkably complex spectrum of flavors that belie the simple golden hue of this limited-release project. ","2020-12-10 12:48:02"
"FSEQQPSCZ4HFGJF5DMMFFTA6",24,"Ex Novo Marryin Berries/Cactus Wins The Lottery/Scarlet Starlet 12oz",2.5,"Ex Novo Brewing","Marryin' Berries",4.6,8,"Sour","Fruited Gose","(3.94)","Made for the assistant brewer's wedding this kettle sour is made with white wheat, flaked oats, marrionberries, raspberries, and mosaic. ","2020-12-10 12:48:02"
"E553BFXCSFCXZSKWKHNYJSDC",24,"Sasquatch Spinelli IPA 16oz",4,"Sasquatch Brewing Company","Property of Spinelli",6.5,NA,"IPA","New England","(3.9)","","2020-12-10 12:48:02"
"WV5X2K47JQJK73ZA2RPJXZEW",21,"Our Mutal Friend Gelber Rauch 16oz",3.75,"Our Mutual Friend Brewing Company","Gelber Rauch",4.7,NA,"Lager","Smoked Beer","(3.51)","Smoked Blonde Ale ","2020-12-10 12:48:02"
"TY3VVQ7LNP5CN7KVOXIS5LD4",20,"Our Mutual Friend Clever Creature 16oz",4.5,"Our Mutual Friend Brewing Company","Clever Creature",7.8,NA,"IPA","American","(4.03)","Hazy IPA w/ Mosaic, Strata, Citra, El Dorado, & Idaho 7 Hops ","2020-12-10 12:48:02"
"PPYK2UTZLSQUX6YFVRKUMQPX",43,"Grains Of Wrath Dystopia",4,"Grains of Wrath ","Dystopia",6.8,NA,"IPA","American","(4.02)","West Coast Baby!!!!!!!!! ","2020-12-10 12:48:02"
"4AAL3A2KFFHXGNUGAOPORQFF",38,"Ruse Translator 16oz",4,"Ruse Brewing","Translator",6.6,60,"IPA","American","(3.87)","","2020-12-10 12:48:02"
"6X3YBGVZZDO323XHD4DPZ2AX",18,"Buoy Red Ale 12oz",2,"Buoy Beer Company","NW Red",6.7,65,"Red Ale","American Amber / Red","(3.63)","Big, malty, hoppy. Five malt varieties commingle to create a dark red color with a balances malt base. Late kettle additions and dry-hopping with Ultra and Sterling hops bring out the NW Red's defining character. A lot's happening under the surface here; like it is with the mighty Columbia River, rolling right outside our window. ","2020-12-10 12:48:02"
"YP4LQ4CHUX6JDFFUK2357DQX",24,"2 Towns Cosmic Currant 12oz",2.5,"2 Towns Ciderhouse","Cosmic Currant",6.2,NA,"Cider","Other Fruit","(3.83)","Otherworldly & complex, Cosmic Currant weaves Oregon cranberries with black currants and Northwest apples, creating a celestial cider experience complete with electric ruby hues and rich berry notes dancing their way across your tongue. ","2020-12-07 13:28:36"
"EQPMAIAATCLNMFKYFTT74UZ5",10,"Boulevard/3 Floyds Deep Flux 12oz",4,"Boulevard Brewing Co.","Tank 7",8.5,38,"Farmhouse Ale","Saison","(3.78)","A traditional Belgian-style farmhouse ale, the perfect combination of elements came together in their #7 fermenter. You could call it fate, but they called it Tank 7, and so it is. Beginning with a big surge of fruity aromatics and grapefruit-hoppy notes, the flavor of this complex, straw-colored ale tapers off to a peppery, dry finish. ","2020-12-07 13:28:36"
"Z3QUMTAJO3BCKUVP7NDIQLAC",9,"The Referend Smultronstallet 375ml",17,"The Referend Bier Blendery","Smultronstället (2019 Harvest)",6,NA,"Lambic","Fruit","(4.25)","Spontaneously fermented golden ale refermented with Delaware strawberries. ","2020-12-07 13:28:36"
"E563CMGFAJKH376IGV4527P4",12,"The Referend The Way Of All Flesh 750ml",26,"The Referend Bier Blendery","The Way of All Flesh (2018) ",4.5,NA,"Farmhouse Ale","American Wild Ale","(4.16)","A blend of our favorite 2018 harvest ""spent"" fruits aged and gently refermented on a spontaneously fermented pale wheat ale featuring cherries, peaches, plums, grapes, and black raspberries. ","2020-12-07 13:28:36"
"OICMLHNAKTU6WFZJOZOPWBZV",24,"Airways Herbstlaub 16oz",3.5,"Airways Brewing Company","Herbstlaub",5.2,NA,"Lager","Amber","(3.8)","An unfiltered lager reminiscent of the beers brewed in the small pubs of the Franconian region of Germany. Hallertauer and Perle hops add floral spicy notes. ","2020-12-07 13:28:36"
"2YJMW2XIXOFD5SBMWSS42NO5",21,"Loowit 2020 War Tortoise 16oz",8.5,"Loowit Brewing Company","War Tortoise - 2020 Barrel Aged",9.4,NA,"Stout","Imperial / Double","(N/A)","Variant of War Tortoise ","2020-12-07 13:28:36"
"GCDYERFP4RE2UC4M7LKTHMMT",23,"Propolis OAT 16oz",4.75,"Propolis Brewing ","OAT",6,NA,"Stout","Oatmeal","(N/A)","Stout with wheat, oats, dandelion, chicory ane vanilla ","2020-12-07 13:28:36"
"BWFABXHRXT3SM4DWMDO42K4B",23,"Mill A Sunsetter 12oz",2.75,"Mill A Cider Co.","Sunsetter",6.5,NA,"Cider","Dry","(3.23)","Refreshing dry cider made from 100% Pacific Northwest apples. ","2020-12-07 13:28:36"
"ZTENYFYWOGZNA6ALGRLTYKVH",10,"Pacifica Pampas Flowers 16oz",5,"Pacifica Brewery","Pampas Flowers",8,NA,"IPA","Imperial / Double New England","(N/A)","Pampas grass is blooming beautiful foxtail like flowers all over Pacifica, so we brewed a Double IPA in celebration. Made with a blend of flavorful malts, a dash of wheat, and fermented with a super fruity yeast. Hopped with Mosaic and Crystal for notes of passion fruit, all types of citrus, and a little evergreen hovering above. Finishes juicy and luscious ","2020-12-07 13:28:36"
"A6ZTYWQTKBULNDTUNYJH4TR2",9,"Pacifica King Sunny 16oz",4.25,"Pacifica Brewery","King Sunny",6.5,NA,"IPA","New England","(N/A)","A blend of pale and pilsner malts and three types of wheat make this beer soft, pale, and fluffy. Fermented with an extra fruity yeast interacting with the hop oils to produce a sum greater than its parts. Simoe, Strata, and Sabro hops create a bright fruity profile of pink lemonade, passion fruit, and a dash of coconut ","2020-12-07 13:28:36"
"AXGI2KG5DSDHNOY75JEQB2S4",20,"Urban Family Tropic Heat/Curse Breaker 12oz",4.25,"Urban Family Brewing","Tropic Heart",7,NA,"Sour","Other","(4.16)","Mango & Passionfruit Sour Ale ","2020-12-07 13:28:36"
"MT5V3LDPRCRB2PXQBJCADFT6",24,"Zoigl Hell 12oz",2,"Zoiglhaus Brewing Company","Zoigl-Hell",5,22,"Lager","Helles","(3.7)","Our house lager is based on the Bavarian Helles, which was created as a response to the rise of the Pilsner Beers in the 19th Century, being less bitter and a bit more malt-focused. A great Helles combines a clean, crisp malt background with a subtle—yet present—spicy hop flavor. It has an elegant simplicity and ultimate drinkability. ","2020-12-07 13:28:36"
"RU2ET64QMT5BDDYGOMXUHIHV",19,"Stone Enjoy By... 12oz",3.25,"Stone Brewing","Stone Enjoy By 10.31.20 IPA",9.4,90,"IPA","Imperial / Double","(4)","Just in time for Halloween, we’re releasing our massively-hopped Stone Enjoy By 10.31.20 IPA. Loaded with 10 different varieties of hops and meant to be enjoyed within 37 days, this double IPA is nothing to be afraid of. (Though its packaging will very much show the spooky spirit of the holiday.) The only thing that would truly be terrifying is missing out on this incredibly tasty creation. ","2020-12-07 13:28:36"
"BDMC74J3WZM7IXXWBGVE7IGP",23,"Spider City Peak To Peak 16oz",4.25,"Spider City Brewing","Peak To Peak Pale",5.4,NA,"Pale Ale","American","(3.61)","","2020-12-07 13:28:36"
"YW4GQHECEARGAKJ6NAOSNY7Y",5,"Fremont 2020 B Bomb 22oz",25,"Fremont Brewing","B-Bomb (2020) ",12.8,50,NA,"Winter Ale","(4.38)","Formerly known as Bourbon Abominable","2020-12-07 13:28:36"
"P3LNCBC43QT7AN7Y4UA57MO6",1,"Fort George Overdub/Magnanimous 12oz",2,"Fort George Brewery","Overdub Session IPA",4.5,NA,"IPA","Session / India Session Ale","(3.91)","A good beer is like a good sound recording, balanced and pristine. Soft and subdued when it needs to be - In your face and crankin’ when it must. Fort George invites you to put on your headphones and sample a can of Overdub IPA, a collaboration with Tape Op, the creative music recording magazine. Pouring a solid gold with a crisp white head, Overdub IPA is a sensory overload of mango and papaya hop aromas, dank grapefruit tones, and mellow citrus finishing notes. ","2020-12-07 13:28:36"
"JQDA2QMJ2A6ILNUNST6GTJVQ",12,"2 Towns 10th Anniversary 500ml",8,"2 Towns Ciderhouse","10th Anniversary",5.7,NA,"Cider","Traditional","(4.1)","A decade of boldly crafted cider, and what a wild ride it’s been. Never in our wildest dreams did we imagine coming as far as we have, and yet because of the incredible enthusiasm and support of our fans, here we are!","2020-12-07 13:28:36"
"HNFVXYRG5UDFCMZVH4YFZFTK",24,"2 Towns Pacific Pineapple 12oz",2.5,"2 Towns Ciderhouse","Pacific Pineapple",5,NA,"Cider","Traditional","(4.02)","Juicy and tropical, Pacific Pineapple rolls ripe Costa Rica golden pineapples into fresh-pressed Northwest apples. This refreshingly juicy and easy drinking session cider will relax your state of mind, no matter your locale! ","2020-12-07 13:28:36"
"ZRBZVWKLEJAKFKVZHYVPUZIG",12,"Wander 2020 Vanilla Emissary 500ml",14,"Wander Brewing","Vanilla Emissary (2020) ",10.1,40,"Stout","Imperial / Double","(N/A)","Our 2020 release of Bourbon barrel-aged imperial stout. This special release is an intense sensory experience thanks to 12 months of slumber in freshly emptied Woodinville Whiskey barrels and additional aging on bourbon vanilla beans from Madagascar. Waves of oak and dark cocoa with Coca-cola complexity. ","2020-12-07 13:28:36"
"CGZAK7UAWA25L7TJ6W5VTB7S",5,"Reuben’s BBIS/Three Ryes Men 22oz",19,"Reuben's Brews","BBIS mmxix (2019) ",14,NA,"Stout","Imperial / Double","(4.27)","The majority of the barrels in this year’s blend have been aging for about one year, and the addition of some two year-aged BBIS into the blend adds layers of complexity. We barrel age this stout in a blend of 10 to 12 year bourbon barrels. Using the same oat-forward and British specialty malt recipe that hails back from the original version brewed in 2013, we introduced some new techniques to make the beer bigger, richer and silkier. ","2020-12-07 13:28:36"
